stringId,中文,英文,西班牙语,印度,泰国,越南
bt_pairing_shares_phonebook,允许,Allow ,Permitir ,Izinkan ,อนุญาตให้,Cho phép 
bt_pairing_tips,蓝牙配对请求,Bluetooth pairing request,Solicitud de emparejamiento de Bluetooth,Permintaan pasangkan bluetooth,คำขอจับคู่บลูทูธ,Yêu cầu ghép Bluetooth
bt_pairing_enter_passkey_msg,输入配对代码，然后按回车或进入,"Enter the pairing code, then press Enter","Introduzca el código de emparejamiento, luego pulse Enter",Input kode pasangkan dan tekan enter atau masuk,ป้อนรหัสการจับคู่ จากนั้นแตะ Enter หรือเข้าสู่,"Nhập mã ghép, sau đó nhấn Enter hoặc Vào"
bt_pairing_ok,配对,Pairing,Emparejamiento,Pasangkan,จับคู่,Ghép
bt_pairing_cancel,取消,Cancel,Cancelar,Batal,ยกเลิก,Hủy
bt_pairing_profile_going,"正在建立到\""","Establishing connection to \ ""","Estableciendo conexión con\""","Lg membuat ke \""Koneksi ","กำลังสร้างไปที่\""การเชื่อมต่อของ","Đang thiết lập đến\ """
bt_pairing_profile_going_title,请检查你的手机,Please check your cellphone.,Por favor revise su teléfono móvil.,Harap periksa hpmu,โปรดตรวจสอบโทรศัพท์ของคุณ,Vui lòng kiểm tra điện thoại của bạn
bt_pairing_enter_pin_other_device,您可能需要在其他设备上键入此PIN,You may need to type this PIN on another device,Es posible que tenga que escribir este PIN en otro dispositivo,Anda mungkin perlu input PIN ini di perangkat lain,คุณอาจจะต้องป้อน PIN นี้บนอุปกรณ์อื่น,Bạn có thể cần nhập mã PIN này trên các thiết bị khác
bt_pairing_enter_passkey_other_device,您可能需要在其他设备上键入此密钥,You may need to type this key on another device,Es posible que tenga que escribir esta clave en otro dispositivo,Anda mungkin perlu input kunci ini di perangkat lain,คุณอาจจะต้องป้อนคีย์นี้บนอุปกรณ์อื่น,Bạn có thể cần nhập mã khóa này trên các thiết bị khác
bt_pairing_pin_values_hint_16_digits,必须是16位,It must be 16 characters,Debe tener 16 caracteres.,Harus 16 bit,ต้องมี 16 หลัก,Bắt buộc phải là 16 bit
bt_pairing_success_toast_phone,已连接手机「%s」,Cellphone connected 「%s」,Teléfono móvil conectado 「%s」,Hp yg terhubung「%s」,เชื่อมต่อโทรศัพท์ “%s” แล้ว,Đã kết nối điện thoại 「%s」
bt_pairing_success_toast_handshank,已连接手柄「%s」,Handle connected 「%s」,Manija conectada 「%s」,Pegangan terhubung「%s」,เชื่อมต่อจอยสติ๊ก “%s” แล้ว,Đã kết nối tay cầm 「%s」
bt_pairing_success_toast_headset,已连接耳机「%s」,Earphone connected「%s」,Auricular conectado「%s」,Hp terhubung「%s」,เชื่อมต่อหูฟัง “%s” แล้ว,Đã kết nối tai nghe 「%s」
bt_pairing_failed_toast_0,蓝牙已断开「%s」,Bluetooth disconnected「%s」,Bluetooth desconectado「%s」,Bluetooth terputus「%s」,บลูทูธตัดขาด “%s” แล้ว,Bluetooth đã ngắt kết nối 「%s」
bt_pairing_failed_toast_1,蓝牙配对不成功「%s」,Bluetooth pairing unsuccessful 「%s」,El emparejamiento de Bluetooth no se realizó correctamente 「%s」,Gagal pasangkan bluetooth「%s」,บลูทูธจับคู่ “%s” ไม่สำเร็จ,Ghép Bluetooth không thành công 「%s」
bt_disconnect_msg,是否断开当前的蓝牙连接,Do you want to disconnect the Bluetooth connection?,¿Desea desconectar el Bluetooth?,Apakah putus koneksi bluetooth saat ini,ตัดขาดการเชื่อมต่อบลูทูธปัจจุบันหรือไม่,Có ngắt kết nối Bluetooth hiện tại không
bt_disconnect_ok,确认,OK,OK,Yakin,ตกลง,Xác nhận
bt_disconnect_cancel,取消,Cancel,Cancelar,Batal,ยกเลิก,Hủy
bt_switch_bluetooth,是否切换蓝牙连接「%s」,Do you want to switch Bluetooth connection 「%s」?,¿Desea cambiar la conexión Bluetooth 「%s」?,Apakah beralih koneksi bluetooth「%s」,เปลี่ยนการเชื่อมต่อบลูทูธ “%s” หรือไม่,Có chuyển kết nối Bluetooth hay 「%s」 không
bt_cancel_bluetooth,是否取消连接「%s」,Do you want to cancel the connection 「%s」?,¿Desea cancelar la conexión 「%s」?,Apakah batal koneksi「%s」,ยกเลิกการเชื่อมต่อ “%s” หรือไม่,Có hủy kết nối「%s」 không
bt_connect_bluetooth_error,无法连接「%s」！,Unable to connect to 「%s」!,"¡No se puede conectar a \""%s\""!",Tdk dapat terhubung「%s」!,ไม่สามารถเชื่อมต่อ “%s” ได้!,Không thể kết nối 「%s」！
home_back_app,< 返回%s,< Return %s,< Volver %s,< Kembali %s,< ย้อนกลับ%s,<Trở lại %s
conn_hotspot_setup,设置个人热点,Set personal hotspot,Establecer punto de acceso personal,Aur hotspot pribadi,ตั้งค่าฮอตสปอต,Thiết lập mạng chia sẻ cá nhân
conn_hotspot_device,设备,Device,Dispositivo,Peralatan,อุปกรณ์,Thiết bị
conn_wifi_tether_pwd,个人热点密码,Personal hotspot password,Contraseña de punto de acceso personal,Kata sandi hotspot pribadi,รหัสผ่านฮอตสปอต,Mật khẩu mạng chia sẻ cá nhân
conn_wifi_tether_pwd_setup,设置密码,Set password,Configurar la clave,Atur kata sandi,ตั้งค่ารหัสผ่าน,Đặt mật khẩu
conn_wifi_tether_device,设备,Device,Dispositivo,Peralatan,อุปกรณ์,Thiết bị
conn_tether_no_device,无设备,No device,Sin dispositivo,Tiada perangkat,ไม่มีอุปกรณ์,Không có thiết bị
conn_bt_device,蓝牙设备,Bluetooth device,Dispositivo Bluetooth,Peralatan bluetooth,อุปกรณ์บลูทูธ,Thiết bị Bluetooth
wifi_password_error,密码错误，连接失败,Wrong password. Connection failed.,Contraseña incorrecta. Falló la conexión.,"Kesalahan kata sandi, koneksi gagal",รหัสผ่านเกิดข้อผิดพลาด เชื่อมต่อล้มเหลว,"Mật khẩu sai, kết nối thất bại"
sys_ver_mcu_soft_version,MCU软件版本号,MCU software version number,Número de versión del software de la MCU,Nomor versi perangkat lunak MCU,หมายเลขเวอร์ชันซอฟต์แวร์ MCU,Số phiên bản phần mềm MCU
sys_ver_mcu_boot_version,MCU boot版本号,MCU boot version number,Número de versión de arranque de MCU,Nomor versi boot MCU,หมายเลขเวอร์ชัน MCU boot,Số phiên bản MCU boot
sys_ver_hu,HU版本,HU version,Versión HU,Versi HU,เวอร์ชัน HU,Phiên bản HU
sys_ver_build_date,编译日期,Compilation date,Fecha de compilación,Tanggal kompilasi,วันที่เรียบเรียง,Ngày biên dịch
sys_ver_sw_version,屏幕版本,Screen version,Versión de pantalla,Versi layar,เวอร์ชันหน้าจอ,Phiên bản màn hình
sys_ver_system_env,系统环境,System environment,Entorno del sistema,Lingkungan sistem,สภาพแวดล้อมระบบ,Môi trường hệ thống
sys_motor_serial,电机号,Motor number,Número de motor,Nomor mesin,หมายเลขมอเตอร์,Số động cơ
sys_car_qrcode,车辆二维码,Vehicle QR code,Código QR del vehículo,Kode QR mobil,คิวอาร์โค้ดรถ,Mã QR xe
sys_vin,VIN,VIN,VIN,VIN,VIN,VIN
sys_input_plate_info,请输入车牌号码,Enter the license plate number,Introduzca el número de matrícula,Harap input nomor plat mobil,โปรดป้อนเลขทะเบียนรถ,Vui lòng nhập biển số xe
sys_plate_info,车辆车牌号,License plate number,Número de matrícula,Nomor plat mobil,เลขทะเบียนรถ,Biển số xe
sys_input_error_retry,输入有误，请重新输入,Incorrect input. Please re-enter,Entrada incorrecta. Por favor vuelva a introducir,"Salah input, harap input kembali",การป้อนมีข้อผิดพลาด โปรดป้อนใหม่,"Lỗi nhập, vui lòng nhập lại"
sys_car_plate_time,上牌日期,Registration Date,Fecha de Registro,Tggl terdaftar mobil,วันที่จดทะเบียน,Ngày cấp biển số
sys_car_plate_time_input,请输入上牌日期,Enter registration date,Introduzca la fecha de registro,Harap input tggl terdaftar mobil,โปรดป้อนวันที่จดทะเบียน,Vui lòng nhập ngày cấp biển số
sys_car_plate_time_tips,输入有误，时间范围必须在当前时间之前,Incorrect input. The time range must be before the current time,Entrada incorrecta. El rango de tiempo debe ser anterior a la hora actual.,"Salah input, rentang wkt harus sebelum wkt saat ini",การป้อนมีข้อผิดพลาด ช่วงเวลาต้องอยู่ก่อนเวลาปัจจุบัน,"Nhập sai, phạm vi thời gian phải là trước thời điểm hiện tại"
sys_car_plate_check,年检提醒,Annual inspection reminder,Recordatorio de inspección anual,Pengingat inspeksi tahunan,แจ้งเตือนตรวจสภาพประจำปี,Nhắc nhở kiểm tra xe hàng năm
sys_car_plate_time_get_fail,获取失败,Acquisition failed,Adquisición fallida,Gagal ambil,รับล้มเหลว,Nhận thất bại
sys_refactory,还原系统设置,Restore system settings,Restaurar la configuración del sistema,Kembali ke pengaturan sistem,คืนค่าตั้งค่าระบบ,Khôi phục cài đặt hệ thống
sys_refactory_carinfo,还原车辆设置,Restore vehicle settings,Restaurar la configuración del vehículo,Kembali ke pengaturan mobil,คืนค่าตั้งค่ารถ,Khôi phục cài đặt xe
sys_refactory_default,还原默认设置并删除数据,Restore default settings and delete data,Restaurar la configuración predeterminada y eliminar datos,Kembali ke pengaturan default dan hapus data,คืนค่าตั้งค่าเริ่มต้นและลบข้อมูล,Khôi phục cài đặt mặc định và xóa dữ liệu
sys_systemver_carver,车辆系统版本号,Vehicle system version number,Número de versión del sistema del vehículo,Nomor versi sistem mobil,หมายเลขเวอร์ชันระบบรถ,Số phiên bản hệ thống xe
sys_systemver_hardware,硬件版本,Hardware version,Versión del hardware,Versi perangkat keras,เวอร์ชันฮาร์ดแวร์,Phiên bản phần cứng
sys_systemver_iccid,ICCID,ICCID,ICCID,ICCID,ICCID,ICCID
sys_systemver_pdsn,PDSN,PDSN,PDSN,PDSN,PDSN,PDSN
sys_systemver_soft,IHU软件版本,IHU software version,Versión del software IHU,Versi perangkat lunak IHU,เวอร์ชันซอฟต์แวร์ IHU,Phiên bản phần mềm IHU
sys_systemver_icuver,仪表软件版本,Instrument software version,Versión del software del instrumento,Versi perangkat lunak instrumen,เวอร์ชันซอฟต์แวร์เครื่อง,Phiên bản phần mềm Bảng đồng hồ
sys_systemver_tboxver,T-BOX软件版本,T-BOX software version,Versión del software T-BOX,Versi perangkat lunak T-BOX,เวอร์ชันซอฟต์แวร์ T-BOX,Phiên bản phần mềm T-BOX
sys_systemver_android,安卓版本,Android version,Versión de Android,Versi android,เวอร์ชันแอนดรอย,Phiên bản Android
sys_systemver_bluemac,蓝牙Mac地址,Bluetooth Mac address,Dirección MAC de Bluetooth,Alamat Bluetooth Mac,ที่อยู่ Mac บลูทูธ,Địa chỉ Bluetooth Mac
sys_systemver_wifimac,Wi-Fi Mac地址,WiFi Mac address,Dirección MAC de WiFi,Alamat WiFi Mac,ที่อยู่ Mac WiFi,Địa chỉ WiFi Mac
sys_systemver_call,联系我们,Contact us,Contáctenos,Hubungi kami,ติดต่อเรา,Liên hệ với chúng tôi
sys_verification_code,手机验证码,Cellphone verification code,Código de verificación del teléfono móvil,Kode verifikasi hp,รหัสยืนยันโทรศัพท์,Mã xác minh điện thoại
sys_verification_code_input,请输入验证码,Enter the verification code,Introduzca el código de verificación,Silakan input kode verifikasi,โปรดป้อนรหัสยืนยัน,Vui lòng nhập mã xác minh
sys_verification_code_get,获取验证码,Obtain verification code,Obtener código de verificación,Dapatkan kode verifikasi,รับรหัสยืนยัน,Lấy mã xác minh
sys_car_ractory_tips1,请将车辆处于静止状态,Please keep the vehicle stationary,Por favor mantenga el vehículo parado,Harap mobil tetap keadaan statis,โปรดทำให้รถอยู่ในสถานะหยุดนิ่ง,Vui lòng để xe ở trạng thái đứng yên
sys_car_ractory_tips2,请保持车辆电源开启，并将车辆处于静止状态,Please keep the vehicle power-on and stationary,Mantenga el vehículo encendido y parado,"Harap buka catu daya mobil, mobil tetap keadaan statis",โปรดรักษาการเปิดแหล่งจ่ายไฟรถ และทำให้รถอยู่ในสถานะหยุดนิ่ง,"Vui lòng giữ cho xe được bật nguồn, và giữ cho xe ở trạng thái đứng yên"
sys_notification,系统通知,System notifications,Notificaciones del sistema,Notifikasi sistem,แจ้งเตือนระบบ,Thông báo hệ thống
sys_refactory_tips1,还原系统设置需要重启系统,Restarting the system is required to restart system settings,Es necesario reiniciar el sistema para reiniciar la configuración del sistema.,Kembali ke pengaturan sistem perlu hidupkan kembali sistem,คืนค่าตั้งค่าระบบจะต้องรีสตาร์ทระบบ,Khôi phục cài đặt hệ thống cần khởi động lại hệ thống
sys_refactory_tips2,是否确认将车辆设置还原为初始状态，此操作会删除数据且不可逆。,Are you sure to restore the vehicle settings to the initial state? This operation will delete data and is irreversible.,¿Desea restablecer la configuración del vehículo al estado inicial? Esta operación eliminará datos y es irreversible.,"Apakah yakin membuat pengaturan mobil ke keadaan awal, operasi ini akan hapus data dan tdk dapat diubah.",ยืนยันการคืนค่าตั้งค่ารถเป็นสถานะเริ่มต้นหรือไม่ การดำเนินการนี้จะลบข้อมูลและย้อนกลับไม่ได้.,"Có xác nhận khôi phục cài đặt xe về trạng thái ban đầu hay không, thao tác này sẽ xóa dữ liệu và không thể khôi phục lại."
sys_refactory_tips3,还原默认设置删数据后，用户所有数据清空，需要重启系统。,"After restoring the default settings and deleting data, all user data is cleared and the system needs to be restarted.","Después de eliminar datos y restablecer la configuración predeterminada, todos los datos del usuario se borran y es necesario reiniciar el sistema.","Stlh kembalikan pengaturan default dan hapus data, semua data pengguna akan dihapus dan harus hidupkan kembali sistem.",เมื่อคืนค่าตั้งค่าเริ่มต้นลบข้อมูล และลบข้อมูลทั้งหมดของผู้ใช้ จะต้องรีสตาร์ทระบบ.,"Sau khi khôi phục cài đặt mặc định và xóa dữ liệu, tất cả dữ liệu của người dùng sẽ bị xóa, cần khởi động lại hệ thống."
sys_refactory_car_success,还原车辆设置成功,Vehicle settings restored successfully,La configuración del vehículo se restableció con éxito,Berhasil kembalikan pengaturan mobil,คืนค่าตั้งค่ารถสำเร็จ,Khôi phục cài đặt xe thành công
sys_save_or_not,是否保存本次编辑,Do you want to save this edit?,¿Desea guardar esta edición?,Apakah simpan edit kali ini,บันทึกการแก้ไขครั้งนี้หรือไม่,Có lưu bản chỉnh sửa này không
sys_account_tips,请先登录车主账户后使用此功能(此功能仅对车主账户开放),Please log in to the owner\'s account before using this feature (This feature is only available for the owner\'s account),Inicie sesión en la cuenta del propietario antes de utilizar esta función (esta función solo está disponible para la cuenta del propietario),Silakan masuk ke akun pemilik dulu utk pakai fungsi ini (fungsi ini hanya tersedia utk akun pemilik),โปรดล็อกอินบัญชีของเจ้าของรถก่อนเพื่อใช้ฟังก์ชันนี้ (ฟังก์ชันนี้จะเปิดให้เฉพาะบัญชีเจ้าของรถเท่านั้น),Vui lòng đăng nhập vào tài khoản của chủ sở hữu để sử dụng chức năng này (chức năng này chỉ mở cho tài khoản của chủ sở hữu)
sys_verification_code_sended,验证码已发送至,The verification code has been sent to,El código de verificación ha sido enviado a,Kode verifikasi telah dikirim ke,ส่งรหัสยืนยันไปที่,Mã xác minh đã được gửi đến
sys_annual_inspection_reminder,"""下次年检 %s 还有%d天","""The next annual inspection %s is %d days away","\""Faltan días%d para la próxima inspección anual %s","""Ada %d hari tersisa utk %s inspeksi tahunan berikutnya","""ตรวจสภาพประจำปีครั้งล่าสุด %s เหลืออีก %d วัน","""Kiểm tra xe hàng năm lần sau %s còn %d ngày"
sys_verification_code_resend,重新发送(%d),Resend (%d),Reenviar (%d),Kirim ulang (%d),ส่งอีกครั้ง (%d),Gửi lại (%d)
sys_call,呼叫客服电话,Call customer service,Llamar al servicio de atención al cliente,Hubungi layanan pelanggan,โทรติดต่อฝ่ายบริการลูกค้า,Gọi CSKH
connecting,连接中,Connecting,Conectando,Menghubungkan,กำลังเชื่อมต่อ,Đang kết nối
notification_volume,系统提示音：%d,System prompt tone: %d,Tono de aviso del sistema: %d,Suara pengingat sistem: %d,เสียงแจ้งเตือนระบบ: %d,Âm thanh cảnh báo hệ thống: %d
navi_volume,导航音量：%d,Navigation volume: %d,Volumen de navegación: %d,Vlm navigasi: %d,ระดับเสียงระบบนำทาง: %d,Âm lượng điều hướng: %d
voice_volume,语音音量：%d,Voice volume: %d,Volumen de voz: %d,Vlm suara: %d,ระดับเสียงการโทร: %d,Âm lượng âm thanh: %d
media_volume,多媒体音量：%d,Multimedia volume: %d,Volumen multimedia: %d,Vlm multimedia: %d,ระดับเสียงมัลติมีเดีย: %d,Âm lượng đa phương tiện: %d
call_volume,通话音量：%d,Call volume: %d,Volumen de llamadas: %d,Vlm panggilan: %d,ระดับเสียงการโทร: %d,Âm lượng cuộc gọi: %d
carplay_volume,铃声音量：%d,Ring volume: %d,Volumen del timbre: %d,Vlm dering: %d,ระดับเสียงเรียกเข้า: %d,Âm lượng chuông: %d
hidden_clear_success,清除完成,Clearing completed,Limpieza completada,Hapus selesai,ล้างสำเร็จ,Xóa xong
hidden_clear_fail,清除失败,Clearing failed,Error al borrar,Gagal hapus,ล้างล้มเหลว,Xóa thất bại
hidden_clearing,正在清除log,Clearing log,Borrar registro,Lg hapus log,กำลังล้าง Log,Đang xóa log
hidden_show_all_apps,显示全部应用,Show all Apps,Mostrar todas las aplicaciones,Tampilkan semua App,แสดงแอปทั้งหมด,Hiển thị toàn bộ ứng dụng
hidden_adb_enable,adb调试,adb debugging,Depuración adb,Debug ADB,ดีบัก ADB,Chạy thử adb
hidden_adb_devices,adb设备,adb device,Dispositivo adb,Peralatan ADB,อุปกรณ์ ADB,Thiết bị adb
hidden_adb_log_type,日志类型,Log type,Tipo de registro,Jenis log,ประเภทบันทึก,Loại nhật ký
hidden_tbox_active,TBox激活,TBox activation,Activación de TBox,Aktivasi TBox,เปิดใช้งาน TBox,Kích hoạt TBox
hidden_ambient_light,环境光,Ambient light,Luz ambiental,Cahaya lingkungan,แสงโดยรอบ,Ánh sáng môi trường
hidden_uartconsole_log,串口日志,Serial port log,Registro de puerto serie,Log serial,บันทึกพอร์ตอนุกรม,Nhật ký cổng nối tiếp
hidden_fw_log,MTK蓝牙Firmware日志,MTK Bluetooth Firmware log,Registro de Firmware Bluetooth MTK,Log firmware bluetooth MTK,บันทึกเฟิร์มแวร์บลูทูธ MTK,Nhật ký Firmware Bluetooth MTK
hidden_clear_log,清除日志,Clear log,Borrar registro,Hapus log,ล้างบันทึก,Xóa nhật ký
hidden_amap_mode,高德日夜模式,Amap day and night modes,Modos diurnos y nocturnos de Amap,Mode siang dan malam Amap,โหมดกลางวันกลางคืนบนแผนที่,Chế độ ngày và đêm Gaode
theme_setting_tips,"当前自动切换白天黑夜模式，如需调整,\n请前往设置更改","The device currently automatically switches between day and night modes. If you need to adjust this setting,\ngo to Settings and make the change","Actualmente, el dispositivo cambia automáticamente entre los modos diurno y nocturno. Si necesita ajustar esta configuración, \nvaya a Configuración y realice el cambio.","Saat ini, mode siang dan mode gelap beralih scr otomatis, jika perlu menyesuaikan,\npergi ke pengaturan utk ubah",เปลี่ยนเป็นโหมดกลางวันกลางคืนโดยอัตโนมัติ หากต้องการปรับ\nโปรดไปที่ตั้งค่าเพื่อแก้ไข,"Hiện tại chế độ ngày và đêm đã tự động chuyển đổi, nếu cần điều chỉnh,\nxin hãy vào phần cài đặt để thay đổi"
con_found_name,现在可被发现为 :,Now discoverable as:,Ahora detectable como:,Skrg dapat ditemukan sebagai:,ชื่ออุปกรณ์ที่พบ:,Được phát hiện hiện tại là:
con_bt_usb_device_tips,不支持当前USB类型%s？,Current USB type not supported %s?,¿El tipo de USB actual no es compatible %s?,Tdk mendukung tipe USB saat ini %s?,ไม่รองรับประเภท USB ปัจจุบัน %s?,Không hỗ trợ loại USB hiện tại %s?
con_bt_usb_positive,我知道了,OK,OK,Oke,ฉันทราบแล้ว,OK
con_bt_usb_prohibit,设备不支持,Device not supported,Dispositivo no compatible,Peralatan tdk mendukung,อุุปกรณ์ไม่รองรับ,Thiết bị không hỗ trợ
con_bt_usb_prohibit_hub,不支持HUB,HUB not supported,HUB no compatible,Tdk mendukung HUB,ไม่รองรับ HUB,Không hỗ trợ HUB
con_bt_usb_positive_v_bus,设备无响应,Device not responding,El dispositivo no responde,Peralatan tdk respons,อุปกรณ์ไม่ตอบสนอง,Thiết bị không phản ứng
sound_title_click_sound,按键提示音,Button prompt tone,Tono de aviso del botón,Suara pengingat tombol,เสียงแจ้งเตือนปุ่ม,Âm nhắc nhở bàn phím
sound_switch_click_sound,按键提示音开关,Key prompt tone On/Off,Tono de indicación de tecla activado/desactivado,Saklar suara pengingat tombol,สวิตซ์เสียงแจ้งเตือนปุ่ม,Bật tắt âm nhắc nhở bàn phím
sound_title_navi,导航音量,Navigation volume,Volumen de navegación,Vlm navigasi,ระดับเสียงระบบนำทาง,Âm lượng điều hướng
sound_title_voice,语音音量,Voice volume,Volumen de voz,Vlm suara,ระดับเสียงการโทร,Âm lượng âm thanh
sound_title_voice_tip,仅适用于手机映射功能,For phone mapping function only,Solo para funciones de mapeo en teléfonos móviles,Hanya untuk pemetaan ponsel,ใช้งานได้กับฟังก์ชัน Mapping ด้วยโทรศัพท์มือถือเท่านั้น,Chỉ thích hợp với tính năng chiếu bằng điện thoại
sound_title_media,多媒体音量,Multimedia volume,Volumen multimedia,Vlm multimedia,ระดับเสียงมัลติมีเดีย,Âm lượng đa phương tiện
sound_title_car_play,铃声音量,Ring volume,Volumen del timbre,Vlm dering,ระดับเสียงเรียกเข้า,Âm lượng chuông
sound_balance_title,音量平衡设置,Volume balance settings,Configuración de equilibrio de volumen,Atur balance vlm,ตั้งค่าสมดุลระดับเสียง,Cài đặt cân bằng âm lượng
sound_speed_title,速度音量补偿,Speed and volume compensation,Compensación de velocidad y volumen.,Kompensasi vlm kecepatan,ชดเชยระดับเสียงความเร็ว,Bù âm lượng tốc độ
sound_speed_setting_title,补偿设置,Compensation settings,Configuración de compensación,Atur kompensasi,ตั้งค่าการชดเชย,Cài đặt bù
sound_eq_title,均衡器调节,Equalizer adjustment,Ajuste del ecualizador,Penyesuaian equalizer,ปรับอีควอไลเซอร์,Điều chỉnh bộ cân bằng
sound_eq_title_80hz,80HZ,80HZ,80 HZ,80HZ,80HZ,80HZ
sound_eq_title_500hz,500HZ,500HZ,500 HZ,500HZ,500HZ,500HZ
sound_eq_title_1khz,1KHZ,1KHZ,1 KHZ,1KHZ,1KHZ,1KHZ
sound_eq_title_5khz,5KHZ,5KHZ,5 KHZ,5KHZ,5KHZ,5KHZ
sound_eq_title_16khz,16KHZ,16KHZ,16 KHZ,16KHZ,16KHZ,16KHZ
radio_type,电台类型,Radio station type,Tipo de estación de radio,Jenis radio,ประเภทสถานี,Loại đài phát
music_type,音乐类型,Music type,Tipo de música,Jenis musik,ประเภทเพลง,Loại âm nhạc
cradle_mode,摇篮模式,Cradle mode,Modo cuna,Mode buaian,โหมดเปล,Chế độ nôi
companion_mode,陪伴模式,Accompany mode,Modo acompañamiento,Mode pendamping,โหมดคู่หู,Chế độ bầu bạn
romantic_mode,浪漫模式,Romance mode,Modo romance,Mode romantis,โหมดโรแมนติก,Chế độ lãng mạn
dynamic_mode,动感模式,Sport mode,Modo deportivo,Mode dinamis,โหมดซาบซึ้ง,Chế độ sống động
network_disconnected,网络连接已断开,Network disconnected,Red desconectada,Koneksi jaringan telah terputus,ตัดขาดการเชื่อมต่อเครือข่ายแล้ว,Kết nối mạng đã bị ngất
password_pattern_error,输入有误，请重新输入,Incorrect input. Please re-enter,Entrada incorrecta. Por favor vuelva a introducir,"Salah input, harap input kembali",การป้อนมีข้อผิดพลาด โปรดป้อนใหม่,"Lỗi nhập, vui lòng nhập lại"
shang_hai_simple_name,沪,Shanghai,Shanghai,Shanghai,เซี่ยงไฮ้,Thượng Hải
year,年,Year,Año,Tahun,ปี,Năm
month,月,Month,Mes,Bulan,เดือน,Tháng
day,日,Date,Fecha,Hari,วัน,Ngày
time_format,时间格式,Time format,Formato de tiempo,Format wkt,รูปแบบเวลา,Định dạng thời gian
time_format_setting,时间格式设置,Time format settings,Configuración de formato de hora,Atur format wkt,ตั้งค่ารูปแบบเวลา,Cài đặt định dạng thời gian
hour_24_format,24小时制,24-hour system,Sistema de 24 horas,Sistem jam 24,24 ชั่วโมง,Chế độ 24h
hour_12_format,12小时制,12-hour system,Sistema de 12 horas,Sistem jam 12,12 ชั่วโมง,Chế độ 12h
wlan,WLAN,WLAN,WLAN,WLAN,WLAN,WLAN
reboot,重启,Restart,Reanudar,Hidupkan ulang,รีสตาร์ท,Khởi động lại
system_log,系统日志,System logs,Registros del sistema,Log sistem,บันทึกระบบ,Nhật ký hệ thống
bluetooth_log,蓝牙日志,Bluetooth logs,Registros de Bluetooth,Log bluetooth,บันทึกบลูทูธ,Nhật ký Bluetooth
mtk_log,mtk日志,MTK logs,Registros MTK,Log mtk,บันทึก mtk,Nhật ký mtk
export_to_u_disk,导出日志到U盘,Export logs to USB flash drive,Exportar registros a una unidad flash USB,Ekspor log ke USB,นำออกบันทึกไปที่ USB,Xuất nhật ký sang USB
export_to_u_disk_time_server,导出最近一小时日志到服务端,Export logs of the last one hours to the server,Exportar registros de las últimas horas al servidor.,Ekspor log dari 2 jam terakhir ke server,นำออกบันทึกหนึ่งชั่วโมงล่าสุดไปที่เซิร์ฟเวอร์,Xuất nhật ký của một giờ gần đây sang máy chủ
close,关闭,Close,Cerrar,Tutup,ปิด,Đóng
bt_switch,蓝牙(switch),Bluetooth (switch),Bluetooth (interruptor),Bluetooth (saklar),บลูทูธ (สวิตซ์),Bluetooth (công tắc)
call_switch,通话通道(switch),Call channel (switch),Canal de llamada (interruptor),Saluran panggilan (saklar),ช่องทางการโทร (สวิตซ์),Kênh cuộc gọi (công tắc)
a2dp_switch,音频通道(switch),Audio channel (switch),Canal de audio (interruptor),Saluran audio (saklar),ช่องสัญญาณเสียง (สวิตซ์),Kênh âm thanh (công tắc)
bt_default_switch,设置默认设备(switch),Set default device (switch),Establecer dispositivo predeterminado (interruptor),Atur peralatan default (saklar),ตั้งค่าอุปกรณ์ค่าเริ่มต้น (สวิตซ์),Cài đặt thiết bị mặc định (công tắc)
wlan_switch,WLAN(switch),WLAN (switch),WLAN (interruptor),WLAN(saklar),WLAN (สวิตซ์),WLAN (công tắc)
refresh,刷新,Refresh,Actualizar,Segarkan,รีเฟรช,Làm mới
switch_content_description,(switch),(switch),(interruptor),(saklar),(สวิตซ์),(công tắc)
description_switch,(switch),(switch),(interruptor),(saklar),(สวิตซ์),(công tắc)
description_switch_brightness,自动调节屏幕亮度(switch),Automatic screen brightness adjustment (switch),Ajuste automático del brillo de la pantalla (interruptor),Secara otomatis menyesuaikan kecerahan layar (saklar),ปรับความสว่างหน้าจออัตโนมัติ (สวิตซ์),Tự động điều chỉnh độ sáng màn hình (công tắc)
description_switch_close,关闭,Close,Cerrar,Tutup,ปิด,Đóng
connect_num_limit,蓝牙配对设备已达上限！请删除一个已配对的设备，然后再尝试连接新设备。,"Bluetooth pairing device has reached the upper limit! Please delete a paired device, and then try to connect the new device.","¡El dispositivo de emparejamiento Bluetooth ha alcanzado el límite superior! Por favor, elimine un dispositivo emparejado y luego intente conectar el nuevo dispositivo.",Jmlh maks perangkat pasangkan bluetooth telah tercapai! Harap hapus perangkat yg dipasangkan sebelum coba menyambungkan yg baru.,บลูทูธจับคู่อุปกรณ์ถึงขีดจำกัดแล้ว! โปรดลบอุปกรณ์ที่จับคู่แล้วหนึ่งอัน จากนั้นลองเชื่อมต่ออุปกรณ์ใหม่อีกครั้ง.,"Thiết bị ghép Bluetooth đã đạt mức tối đa! Vui lòng xóa một thiết bị đã ghép, sau đó thử kết nối với thiết bị mới."
recommend_tip,智能推荐提示,Intelligent recommendation tips,Consejos de recomendación inteligentes,Pengingat rekomendasi cerdas,แจ้งเตือนคำแนะนำระบบ AI,Nhắc đề xuất thông minh
